image_urls, collection, material, size
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ADWL-13268-0001.jpg, CHECKERS, Hand Loom- Wool, 180x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/OV_SLR-7069-CS-01-01.jpg, INDE ROSE, Hand Knotted- Wool And Silk, 200x300 - 300x480 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_TPL-55-0005.jpg, HACIENDA, Hand Tufted- Wool, 108x168 - 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_AKWS-7039-0002.jpg, ARJUMAND, Hand Knotted- Wool And Silk, 150x210 - 300x420 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_TAQ-113-0013.jpg, HACIENDA, Hand Tufted- Wool And Viscose, 108x168 - 360x450 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ADWL-13208-0010.jpg, ALHAMBRA, Flat Weaves- Wool, 150x240 - 180x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ADWL-13236-0001.jpg, ALHAMBRA, Flat Weaves- Wool, 180x270 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_ESK-640-3D-0009.jpg, INDE ROSE, Hand Knotted- Wool And Bamboo Silk, 240x300 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_LCARM-202-0004.jpg, SAVANA, Hand Knotted- Wool, 143x233 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_TAQ-104-0018.jpg, HACIENDA, Hand Tufted- Wool And Viscose, 150x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_TRA-13557-0001.jpg, HACIENDA, Hand Tufted- Wool And Viscose, 150x240 cm
https://d16n7e76tyykgs.cloudfront.net/fit-in/300x400/prod-images/Headshot/Large/RCT_PKWV-81-0003.jpg, PANSY, Hand Knotted- Wool And Viscose, 200x300 cm
